9060,0,0
9080,0,0
9100,0,0
9120,0,0
9140,0,0
9160,0,0
9180,0,0
9200,0,0
9220,0,0
9240,0,0
9260,0,0
9280,0,0
9300,0,0
9320,0,0
9340,0,0
9360,0,0
9380,0,0
9400,0,0
9420,0,0
9440,0,0
9460,0,0
9480,0,0
9500,0,0
9520,1022,512
9540,1022,511
9560,1022,512
9580,1022,511
9600,1023,512
9620,1023,511
9640,1023,512
9660,1022,511
9680,1022,511
9700,1022,512
9720,1023,511
9740,1023,512
9760,1022,512
9780,1022,512
9800,1023,511
9820,1022,512
9840,1023,512
9860,1022,512
9880,1023,512
9900,1022,511
9920,1023,512
9940,1023,512
9960,1023,511
9980,1023,511
10000,0,0
10020,0,0
10040,0,0
10060,0,0
10080,0,0
10100,0,0
10120,0,0
10140,0,0
10160,0,0
10180,0,0
10200,0,0
10220,0,0
10240,0,0
10260,0,0
10280,0,0
10300,0,0
10320,0,0
10340,0,0
10360,0,0
10380,0,0
10400,0,0
10420,0,0
10440,0,0
10460,0,0
10480,0,0
10500,1022,512
10520,1023,511
10540,1022,512
10560,1022,512
10580,1022,512
10600,1022,512
10620,1023,511
10640,1023,512
10660,1023,512
10680,1022,512
10700,1023,512
10720,1023,512
10740,1022,512
10760,1022,512
10780,1022,512
10800,1023,512
10820,1022,512
10840,1022,511
10860,1023,511
10880,1022,512
10900,1023,511
10920,1022,512
10940,1022,512
10960,1022,512
10980,1022,512
11000,0,0
11020,0,0
11040,0,0
11060,0,0
11080,0,0
11100,0,0
11120,0,0
11140,0,0
11160,0,0
11180,0,0
11200,0,0
11220,0,0
11240,0,0
11260,0,0
11280,0,0
11300,0,0
11320,0,0
11340,0,0
11360,0,0
11380,0,0
11400,0,0
11420,0,0
11440,0,0
11460,0,0
11480,0,0
11500,1023,511
11520,1022,512
11540,1022,512
11560,1022,512
11580,1022,511
11600,1022,512
11620,1022,512
11640,1022,512
11660,1022,512
11680,1022,512
11700,1022,512
11720,1023,512
11740,1022,512
11760,1022,511
11780,1023,512
11800,1022,511
11820,1022,512
11840,1022,512
11860,1023,512
11880,1022,512
11900,1023,512
11920,1022,512
11940,1023,511
11960,1023,511
11980,1022,511
12000,0,0
12020,0,0
12040,0,0
12060,0,0
12080,0,0
12100,0,0
12120,0,0
12140,0,0
12160,0,0
12180,0,0
12200,0,0
12220,0,0
12240,0,0
12260,0,0
12280,0,0
12300,0,0
12320,0,0
12340,0,0
12360,0,0
12380,0,0
12400,0,0
12420,0,0
12440,0,0
12460,0,0
12480,0,0
12500,1022,512
12520,1023,511
12540,1022,512
12560,1022,512
12580,1022,512
12600,1023,512
12620,1022,512
12640,1022,512
12660,1022,511
12680,1022,511
12700,1023,512
12720,1022,512
12740,1023,512
12760,1022,511
12780,1022,512
12800,1022,511
12820,1022,512
12840,1022,512
12860,1022,512
12880,1023,512
12900,1023,512
12920,1022,512
12940,1022,512
12960,1022,512
12980,1022,512
13000,0,0
13020,0,0
13040,0,0
13060,0,0
13080,0,0
13100,0,0
13120,0,0
13140,0,0
13160,0,0
13180,0,0
13200,0,0
13220,0,0
13240,0,0
13260,0,0
13280,0,0
13300,0,0
13320,0,0
13340,0,0
13360,0,0
13380,0,0
13400,0,0
13420,0,0
13440,0,0
13460,0,0
13480,0,0
13500,1022,512
13520,1022,512
13540,1023,512
13560,1022,512
13580,1022,511
13600,1023,512
13620,1022,511
13640,1022,511
13660,1023,512
13680,1023,512
13700,1022,511
13720,1023,512
13740,1023,512
13760,1022,512
13780,1022,512
13800,1023,511
13820,1023,511
13840,1022,512
13860,1022,512
13880,1022,512
13900,1023,512
13920,1023,511
13940,1022,512
13960,1022,512
13980,1023,511
14000,0,0
14020,0,0
14040,0,0
14060,0,0
14080,0,0
14100,0,0
14120,0,0
14140,0,0
14160,0,0
14180,0,0
14200,0,0
14220,0,0
14240,0,0
14260,0,0
14280,0,0
14300,0,0
14320,0,0
14340,0,0
14360,0,0
14380,0,0
14400,0,0
14420,0,0
14440,0,0
14460,0,0
14480,0,0
14500,1022,512
14520,1022,512
14540,1023,511
14560,1022,512
14580,1022,512
14600,1022,512
14620,1022,512
14640,1022,512
14660,1023,511
14680,1023,512
14700,1022,512
14720,1022,512
14740,1022,511
14760,1022,512
14780,1022,511
14800,1022,512
14820,1022,512
14840,1022,511
14860,1022,512
14880,1023,512
14900,1023,511
14920,1022,512
14940,1022,512
14960,1023,511
14980,1022,512
15000,0,0
15020,0,0
15040,0,0
15060,0,0
15080,0,0
15100,0,0
15120,0,0
15140,0,0
15160,0,0
15180,0,0
15200,0,0
15220,0,0
15240,0,0
15260,0,0
15280,0,0
15300,0,0
15320,0,0
15340,0,0
15360,0,0
15380,0,0
15400,0,0
15420,0,0
15440,0,0
15460,0,0
15480,0,0
15500,1022,511
15520,1023,512
15540,1023,512
15560,1022,512
15580,1022,512
15600,1022,512
15620,1023,511
15640,1023,512
15660,1022,511
15680,1023,511
15700,1022,511
15720,1022,512
15740,1023,512
15760,1022,512
15780,1022,512
15800,1023,512
15820,1023,512
15840,1022,512
15860,1022,512
15880,1022,512
15900,1022,512
15920,1023,512
15940,1023,512
15960,1023,512
15980,1023,512
16000,0,0
16020,0,0
16040,0,0
16060,0,0
16080,0,0
16100,0,0
16120,0,0
16140,0,0
16160,0,0
16180,0,0
16200,0,0
16220,0,0
16240,0,0
16260,0,0
16280,0,0
16300,0,0
16320,0,0
16340,0,0
16360,0,0
16380,0,0
16400,0,0
16420,0,0
16440,0,0
16460,0,0
16480,0,0
16500,1022,512
16520,1022,511
16540,1022,511
16560,1022,512
16580,1022,512
16600,1022,512
16620,1023,511
16640,1022,511
16660,1023,512
16680,1023,511
16700,1022,511
16720,1022,512
16740,1023,512
16760,1022,512
16780,1022,511
16800,1023,511
16820,1022,512
16840,1023,512
16860,1023,511
16880,1022,511
16900,1022,512
16920,1022,512
16940,1023,511
16960,1022,512
16980,1022,512
17000,0,0
17020,0,0
17040,0,0
17060,0,0
17080,0,0
17100,0,0
17120,0,0
17140,0,0
17160,0,0
17180,0,0
17200,0,0
17220,0,0
17240,0,0
17260,0,0
17280,0,0
17300,0,0
17320,0,0
17340,0,0
17360,0,0
17380,0,0
17400,0,0
17420,0,0
17440,0,0
17460,0,0
17480,0,0
17500,1023,512
17520,1022,512
17540,1022,512
17560,1023,512
17580,1022,512
17600,1022,512
17620,1022,511
17640,1022,512
17660,1022,512
17680,1022,511
17700,1022,512
17720,1023,512
17740,1022,511
17760,1022,512
17780,1022,512
17800,1022,512
17820,1022,512
17840,1022,512
17860,1022,512
17880,1022,512
17900,1023,511
17920,1022,511
17940,1023,511
17960,1022,511
17980,1022,512
18000,0,0
18020,0,0
18040,0,0
18060,0,0
18080,0,0
18100,0,0
18120,0,0
18140,0,0
18160,0,0
18180,0,0
18200,0,0
18220,0,0
18240,0,0
18260,0,0
18280,0,0
18300,0,0
18320,0,0
18340,0,0
18360,0,0
18380,0,0
18400,0,0
18420,0,0
18440,0,0
18460,0,0
18480,0,0
18500,1022,511
18520,1022,511
18540,1022,512
18560,1022,512
18580,1023,512
18600,1023,511
18620,1022,512
18640,1023,511
18660,1022,512
18680,1022,512
18700,1023,511
18720,1022,512
18740,1023,512
18760,1022,512
18780,1022,512
18800,1022,512
18820,1022,512
18840,1022,512
18860,1023,511
18880,1022,512
18900,1022,512
18920,1023,512
18940,1023,512
18960,1022,512
18980,1022,512
19000,0,0
19020,0,0
19040,0,0
19060,0,0
19080,0,0
19100,0,0
19120,0,0
19140,0,0
19160,0,0
19180,0,0
19200,0,0
19220,0,0
19240,0,0
19260,0,0
19280,0,0
19300,0,0
19320,0,0
19340,0,0
19360,0,0
19380,0,0
19400,0,0
19420,0,0
19440,0,0
19460,0,0
19480,0,0
19500,1023,512
19520,1023,512
19540,1023,512
19560,1023,512
19580,1022,512
19600,1022,511
19620,1022,512
19640,1022,512
19660,1023,512
19680,1023,511
19700,1022,512
19720,1023,512
19740,1022,512
19760,1022,512
19780,1023,512
19800,1022,512
19820,1022,512
19840,1023,512
19860,1023,512
19880,1023,512
19900,1023,511
19920,1022,511
19940,1023,512
19960,1023,512
19980,1023,511
20000,0,0
20020,0,0
20040,0,0
20060,0,0
20080,0,0
20100,0,0
20120,0,0
20140,0,0
20160,0,0
20180,0,0
20200,0,0
20220,0,0
20240,0,0
20260,0,0
20280,0,0
20300,0,0
20320,0,0
20340,0,0
20360,0,0
20380,0,0
20400,0,0
20420,0,0
20440,0,0
20460,0,0
20480,0,0
20500,1022,511
20520,1023,512
20540,1023,512
20560,1022,511
20580,1023,511
20600,1022,511
20620,1022,511
20640,1022,512
20660,1023,512
20680,1022,512
20700,1022,512
20720,1022,512
20740,1022,512
20760,1022,511
20780,1022,512
20800,1022,512
20820,1023,511
20840,1022,511
20860,1022,512
20880,1023,512
20900,1022,511
20920,1023,511
20940,1023,511
20960,1022,512
20980,1022,512
21000,0,0
21020,0,0
21040,0,0
21060,0,0
21080,0,0
21100,0,0
21120,0,0
21140,0,0
21160,0,0
21180,0,0
21200,0,0
21220,0,0
21240,0,0
21260,0,0
21280,0,0
21300,0,0
21320,0,0
21340,0,0
21360,0,0
21380,0,0
21400,0,0
21420,0,0
21440,0,0
21460,0,0
21480,0,0
21500,1023,511
21520,1022,512
21540,1022,512
21560,1022,512
21580,1022,512
21600,1022,511
21620,1023,512
21640,1023,511
21660,1022,512
21680,1022,511
21700,1022,511
21720,1022,512
21740,1023,512
21760,1022,512
21780,1023,512
21800,1023,511
21820,1022,511
21840,1022,511
21860,1022,512
21880,1022,512
21900,1022,512
21920,1023,512
21940,1022,511
21960,1022,512
21980,1023,511
22000,0,0
22020,0,0
22040,0,0
22060,0,0
22080,0,0
22100,0,0
22120,0,0
22140,0,0
22160,0,0
22180,0,0
22200,0,0
22220,0,0
22240,0,0
22260,0,0
22280,0,0
22300,0,0
22320,0,0
22340,0,0
22360,0,0
22380,0,0
22400,0,0
22420,0,0
22440,0,0
22460,0,0
22480,0,0
22500,1022,512
22520,1022,511
22540,1022,512
22560,1022,512
22580,1023,512
22600,1022,512
22620,1023,511
22640,1022,512
22660,1023,512
22680,1022,512
22700,1022,512
22720,1022,512
22740,1022,511
22760,1023,511
22780,1022,511
22800,1022,512
22820,1022,512
22840,1022,512
