# Ts (uS), Vi, Vo
34915594,0.01,0.02
34916346,0.01,0.01
34917100,0.01,0.01
34917851,0.01,0.02
34918604,0.02,0.01
34919356,0.01,0.01
34920110,0.01,0.01
34920861,0.01,0.01
34921612,0.01,0.02
34922363,0.01,0.01
34923113,3.29,0.40
34923863,3.29,0.65
34924613,3.29,0.74
34925364,3.29,0.79
34926118,3.29,0.81
34926869,3.29,0.82
34927623,3.29,0.82
34928375,3.29,0.83
34929127,3.29,0.83
34929881,3.30,0.83
34930631,3.30,0.83
34931386,3.29,0.83
34932140,3.29,0.83
34932890,3.30,0.83
34933643,3.30,0.83
34934396,3.30,0.83
34935149,3.29,0.83
34935899,3.29,0.83
34936652,3.30,0.83
34937406,3.30,0.84
34938160,3.29,0.83
34938913,3.29,0.83
34939667,3.30,0.83
34940420,3.30,0.84
34941171,3.29,0.83
34941925,3.30,0.83
34942679,3.30,0.83
34943433,3.29,0.83
34944183,3.29,0.83
34944934,3.30,0.84
34945686,3.30,0.83
34946439,3.30,0.84
34947193,3.30,0.83
34947943,0.02,0.53
34948695,0.02,0.23
34949445,0.01,0.11
34950199,0.01,0.05
34950951,0.02,0.04
34951704,0.01,0.02
34952456,0.01,0.02
34953209,0.01,0.02
34953962,0.01,0.02
34954713,0.01,0.01
34955468,0.02,0.01
34956223,0.01,0.02
34956973,0.01,0.01
34957724,0.01,0.02
34958477,0.01,0.01
34959362,0.01,0.01
34960115,0.01,0.01
34960867,0.01,0.01
34961618,0.01,0.01
34962368,0.01,0.01
34963121,0.01,0.01
34963872,0.01,0.01
34964623,0.01,0.01
34965376,0.01,0.01
34966128,0.01,0.01
34966879,0.01,0.01
34967630,0.01,0.01
34968383,0.01,0.01
34969133,0.01,0.01
34969884,0.01,0.01
34970635,0.01,0.01
34971386,0.01,0.01
34972139,0.01,0.01
34972890,3.29,0.28
34973641,3.29,0.58
34974392,3.30,0.72
34975145,3.29,0.78
34975898,3.30,0.81
34976652,3.29,0.82
34977406,3.29,0.82
34978156,3.30,0.83
34978911,3.30,0.82
34979665,3.30,0.83
34980416,3.29,0.84
34981166,3.29,0.83
34981916,3.30,0.83
34982669,3.30,0.83
34983421,3.30,0.84
34984172,3.30,0.83
34984922,3.29,0.83
34985672,3.30,0.84
34986422,3.29,0.84
34987172,3.30,0.83
34987925,3.30,0.83
34988677,3.30,0.83
34989428,3.30,0.84
34990178,3.29,0.84
34990930,3.29,0.83
34991680,3.29,0.83
34992435,3.29,0.83
34993187,3.29,0.83
34993941,3.30,0.84
34994695,3.29,0.83
34995446,3.29,0.84
34996201,3.29,0.83
34996954,3.30,0.84
34997707,3.29,0.83
34998457,0.02,0.43
34999210,0.01,0.20
34999962,0.01,0.09
35000714,0.01,0.05
35001468,0.01,0.03
35002220,0.01,0.02
35002974,0.01,0.02
35003724,0.01,0.02
35004476,0.01,0.01
35005226,0.01,0.01
35005979,0.01,0.01
35006729,0.01,0.01
35007481,0.01,0.01
35008231,0.01,0.01
35008985,0.01,0.01
35009737,0.01,0.01
35010487,0.01,0.01
35011237,0.01,0.01
35011991,0.01,0.01
35012744,0.01,0.01
35013494,0.01,0.01
35014244,0.01,0.01
35014996,0.02,0.01
35015748,0.01,0.01
35016498,0.01,0.01
35017251,0.01,0.02
35018004,0.01,0.01
35018755,0.01,0.01
35019507,0.01,0.01
35020257,0.01,0.01
35021010,0.01,0.01
35021760,0.01,0.01
35022512,0.02,0.01
35023265,3.29,0.27
35024016,3.30,0.59
35024767,3.29,0.73
35025518,3.29,0.78
35026271,3.30,0.80
35027023,3.29,0.82
35027782,3.29,0.82
35028533,3.30,0.83
35029286,3.29,0.83
35030037,3.29,0.83
35030788,3.30,0.83
35031540,3.29,0.83
35032292,3.29,0.84
35033042,3.30,0.83
35033795,3.29,0.83
35034546,3.29,0.83
35035298,3.30,0.83
35036051,3.29,0.83
35036802,3.29,0.83
35037555,3.29,0.84
35038307,3.29,0.83
35039061,3.29,0.83
35039813,3.29,0.83
35040563,3.30,0.83
35041315,3.29,0.83
35042067,3.30,0.83
35042821,3.30,0.83
35043573,3.30,0.83
35044325,3.30,0.83
35045080,3.30,0.83
35045832,3.30,0.83
35046582,3.29,0.83
35047334,3.30,0.83
35048085,3.30,0.83
35048836,0.01,0.45
35049587,0.01,0.20
35050340,0.01,0.09
35051091,0.01,0.05
35051844,0.01,0.03
35052594,0.01,0.02
35053346,0.01,0.02
35054098,0.01,0.01
35054852,0.01,0.02
35055604,0.01,0.01
35056535,0.01,0.02
35058620,0.01,0.02
35060418,0.01,0.01
35062137,0.02,0.01
35064249,0.01,0.01
35065002,0.01,0.01
35065753,0.01,0.01
35066506,0.01,0.01
35067258,0.01,0.02
35068008,0.01,0.01
35068762,0.01,0.01
35069516,0.01,0.01
35070269,0.01,0.01
35071023,0.01,0.01
35071775,0.01,0.01
35072528,0.01,0.01
35073280,0.01,0.01
35074032,3.29,0.39
35074787,3.29,0.64
35075588,3.30,0.77
35076424,3.29,0.81
35077178,3.29,0.82
35077933,3.29,0.82
35078688,3.30,0.83
35079439,3.29,0.83
35080193,3.30,0.83
35080944,3.30,0.83
35081694,3.30,0.83
35082446,3.29,0.83
35083199,3.29,0.83
35083949,3.29,0.83
35084700,3.30,0.83
35085450,3.30,0.83
35086204,3.29,0.83
35086954,3.30,0.84
35087708,3.30,0.84
35088458,3.30,0.83
35089209,3.30,0.83
35089962,3.29,0.83
35090714,3.30,0.83
35091467,3.29,0.84
35092220,3.29,0.83
35092970,3.30,0.83
35093720,3.30,0.83
35094472,3.28,0.84
35095224,3.29,0.83
35095977,3.30,0.83
35096731,3.30,0.83
35097481,3.30,0.84
35098235,3.29,0.83
35098986,0.02,0.47
35099740,0.01,0.21
35100490,0.01,0.10
35101241,0.01,0.05
35101994,0.01,0.03
35102748,0.01,0.02
35103500,0.01,0.02
35104251,0.01,0.02
35105002,0.01,0.01
35105755,0.01,0.02
35106508,0.01,0.02
35107262,0.01,0.01
35108012,0.01,0.01
35108762,0.01,0.01
35109513,0.01,0.01
35110267,0.01,0.01
35111017,0.01,0.01
35111768,0.01,0.01
35112521,0.01,0.01
35113273,0.01,0.01
35114023,0.01,0.01
35114773,0.01,0.01
35115525,0.01,0.01
35116275,0.01,0.02
35117029,0.01,0.01
35117780,0.01,0.01
35118532,0.02,0.01
35119285,0.01,0.02
35120038,0.01,0.01
35120793,0.01,0.01
35121545,0.01,0.01
35122295,0.01,0.01
35123045,0.01,0.01
35123797,0.01,0.01
35124550,3.29,0.42
35125304,3.29,0.65
35126055,3.29,0.75
35126805,3.29,0.79
35127555,3.29,0.81
35128306,3.29,0.82
35129057,3.29,0.83
35129808,3.29,0.83
35130561,3.30,0.83
35131311,3.30,0.82
35132063,3.29,0.83
35132813,3.30,0.83
35133565,3.29,0.83
35134317,3.29,0.83
35135068,3.29,0.83
35135822,3.29,0.83
35136572,3.29,0.83
35137323,3.29,0.83
35138075,3.29,0.83
35138826,3.29,0.84
35139578,3.30,0.84
35140330,3.29,0.83
35141082,3.30,0.83
35141834,3.29,0.83
35142588,3.29,0.83
35143338,3.30,0.83
35144089,3.29,0.83
35144842,3.30,0.83
35145596,3.30,0.84
35146348,3.29,0.83
35147100,3.30,0.83
35147852,3.30,0.83
35148602,3.29,0.83
35149357,0.01,0.56
35150110,0.02,0.25
35150863,0.01,0.10
35151613,0.01,0.06
35152365,0.01,0.04
35153116,0.01,0.02
35153868,0.01,0.02
35154620,0.01,0.02
35155371,0.01,0.01
35156126,0.01,0.01
35156877,0.01,0.01
35157629,0.01,0.01
35158382,0.01,0.01
35159136,0.01,0.02
35159888,0.01,0.02
35160638,0.01,0.01
35161390,0.01,0.01
35162144,0.01,0.01
35162896,0.01,0.01
35163651,0.01,0.01
35164402,0.01,0.01
35165156,0.02,0.01
35165908,0.01,0.01
35166661,0.01,0.01
35167411,0.01,0.01
35168162,0.01,0.01
35168916,0.01,0.01
35169668,0.01,0.01
35170418,0.01,0.01
35171168,0.01,0.01
35171919,0.01,0.01
35172671,0.01,0.01
35173424,0.01,0.01
35174177,0.01,0.01
35174930,3.29,0.41
35175684,3.30,0.65
35176437,3.29,0.76
35177190,3.30,0.79
35177940,3.30,0.81
35178690,3.30,0.82
35179443,3.29,0.82
35180193,3.30,0.82
35180947,3.30,0.83
35181702,3.30,0.83
35182454,3.30,0.84
35183206,3.30,0.83
35183956,3.29,0.83
35184706,3.30,0.84
35185458,3.29,0.83
35186211,3.29,0.83
35186962,3.29,0.83
35187715,3.29,0.83
35188468,3.29,0.83
35189219,3.30,0.83
35189969,3.29,0.83
35190721,3.30,0.83
35191471,3.29,0.84
35192222,3.29,0.83
35192974,3.29,0.83
35193725,3.29,0.83
35194476,3.29,0.84
35195230,3.29,0.83
35195984,3.29,0.83
35196736,3.29,0.83
35197490,3.30,0.83
35198242,3.29,0.83
35198994,3.29,0.84
35199745,0.02,0.56
35200497,0.01,0.24
35201247,0.01,0.12
35202002,0.01,0.06
35202752,0.01,0.03
35203506,0.01,0.03
35204259,0.01,0.02
35205012,0.01,0.01
35205762,0.01,0.01
35206515,0.01,0.02
35207265,0.01,0.01
35208016,0.01,0.01
35208766,0.01,0.01
35209517,0.01,0.02
35210268,0.01,0.01
35211021,0.01,0.01
35211772,0.01,0.02
35212525,0.01,0.01
35213277,0.01,0.01
35214031,0.01,0.01
35214782,0.01,0.01
35215535,0.01,0.01
35216287,0.01,0.01
35217041,0.01,0.01
35217793,0.01,0.01
35218546,0.01,0.01
35219297,0.01,0.01
35220049,0.01,0.01
35220800,0.02,0.01
35221554,0.01,0.02
35222308,0.01,0.01
35223059,0.01,0.01
35223810,0.01,0.01
35224563,0.01,0.01
35225315,3.30,0.39
35226068,3.29,0.64
35226820,3.29,0.75
35227572,3.30,0.79
35228326,3.29,0.81
35229079,3.29,0.82
35229830,3.29,0.82
35230580,3.30,0.83
35231334,3.30,0.83
35232087,3.29,0.83
35232840,3.29,0.83
35233590,3.29,0.83
35234342,3.29,0.83
35235094,3.29,0.83
35235845,3.29,0.83
35236599,3.29,0.83
35237351,3.29,0.83
35238106,3.29,0.83
35238860,3.30,0.83
35239610,3.30,0.83
35240364,3.30,0.83
35241115,3.29,0.83
35241869,3.29,0.83
35242621,3.29,0.83
35243371,3.30,0.83
35244121,3.30,0.83
35244872,3.30,0.83
35245625,3.29,0.83
35246377,3.30,0.83
35247127,3.30,0.83
35247878,3.30,0.83
35248631,3.30,0.83
35249382,3.29,0.83
35250136,0.01,0.55
35250889,0.01,0.24
35251639,0.01,0.12
35252392,0.01,0.06
35253142,0.01,0.04
35253893,0.01,0.02
35254647,0.01,0.02
35255399,0.01,0.02
35256153,0.01,0.01
35256903,0.01,0.01
35257656,0.01,0.02
35258408,0.01,0.01
35259161,0.01,0.01
35259914,0.01,0.01
35260665,0.01,0.01
35261417,0.01,0.01
35262167,0.01,0.01
35262918,0.01,0.01
35263668,0.02,0.01
35264423,0.01,0.01
35265173,0.01,0.01
35265928,0.01,0.00
35266682,0.01,0.01
35267436,0.01,0.01
35268189,0.01,0.01
35268942,0.01,0.01
35269693,0.01,0.01
35270445,0.01,0.01
35271199,0.01,0.01
35271950,0.01,0.01
35272704,0.01,0.01
35273458,0.01,0.01
35274210,0.01,0.01
35274963,0.01,0.01
35275715,3.29,0.41
35276466,3.29,0.64
35277220,3.29,0.75
35277974,3.30,0.79
35278727,3.29,0.81
35279480,3.29,0.83
35280230,3.29,0.82
35280980,3.30,0.83
35281732,3.29,0.83
35282485,3.29,0.84
35283236,3.29,0.83
35283990,3.30,0.83
35284743,3.30,0.83
35285494,3.29,0.84
35286247,3.30,0.83
35287002,3.30,0.82
35287753,3.29,0.83
35288506,3.30,0.83
35289257,3.29,0.83
35290007,3.30,0.83
35290761,3.29,0.83
35291515,3.30,0.84
35292268,3.29,0.83
35293023,3.29,0.83
35293773,3.30,0.84
35294523,3.29,0.84
35295273,3.29,0.83
35296023,3.30,0.83
35296776,3.30,0.83
35297528,3.29,0.83
35298279,3.29,0.83
35299033,3.29,0.83
35299785,3.30,0.83
35300536,0.02,0.51
35301288,0.01,0.25
35302038,0.01,0.11
35302795,0.01,0.06
35303548,0.01,0.04
35304300,0.01,0.02
35305054,0.01,0.02
35305807,0.01,0.02
35306559,0.01,0.02
35307312,0.01,0.01
35308065,0.01,0.01
35308816,0.01,0.01
35309566,0.01,0.01
35310317,0.01,0.01
35311067,0.01,0.01
35311821,0.01,0.02
35312575,0.01,0.02
35313328,0.01,0.01
35314078,0.02,0.01
35314829,0.02,0.01
35315579,0.01,0.02
35316330,0.01,0.01
35317083,0.01,0.01
35317834,0.01,0.02
35318585,0.01,0.01
35319337,0.01,0.01
35320088,0.01,0.01
35320839,0.01,0.01
35321592,0.01,0.01
35322342,0.01,0.01
35323093,0.01,0.01
35323845,0.01,0.01
35324596,0.01,0.01
35325347,0.01,0.01
35326101,3.29,0.39
35326853,3.30,0.64
35327605,3.30,0.75
35328355,3.30,0.79
35329109,3.30,0.81
35329861,3.29,0.82
35330611,3.30,0.82
35331361,3.30,0.83
35332114,3.30,0.83
35332868,3.30,0.83
35333620,3.29,0.83
35334374,3.30,0.83
35335124,3.30,0.83
35335876,3.30,0.83
35336626,3.29,0.83
35337380,3.29,0.83
35338135,3.30,0.83
35338887,3.29,0.83
35339638,3.29,0.83
35340392,3.29,0.83
35341142,3.29,0.83
35341894,3.29,0.83
35342644,3.29,0.83
35343398,3.30,0.83
35344149,3.30,0.84
35344900,3.30,0.83
35345654,3.29,0.83
35346406,3.30,0.83
35347159,3.30,0.83
35347910,3.30,0.83
35348664,3.30,0.83
35349414,3.29,0.83
35350165,3.29,0.83
35350917,0.01,0.55
35351671,0.01,0.25
35352424,0.01,0.11
35353174,0.01,0.06
35353925,0.01,0.04
35354675,0.01,0.02
35355426,0.01,0.02
35356179,0.01,0.02
35356933,0.01,0.02
35357687,0.01,0.01
35358438,0.01,0.01
35359188,0.01,0.01
35359938,0.01,0.01
35360692,0.01,0.02
35361443,0.01,0.01
35362197,0.01,0.01
35362949,0.01,0.01
35363701,0.01,0.01
35364454,0.02,0.01
35365208,0.01,0.01
35365960,0.01,0.01
35366713,0.02,0.01
35367463,0.01,0.01
35368214,0.01,0.01
35368964,0.01,0.01
35369716,0.01,0.01
35370468,0.01,0.01
35371218,0.01,0.01
35371971,0.01,0.01
35372723,0.01,0.02
35373478,0.01,0.01
35374231,0.01,0.01
35374984,0.01,0.01
35375734,0.01,0.01
35376488,3.29,0.43
35377242,3.29,0.65
35377994,3.30,0.75
35378745,3.30,0.79
35379495,3.29,0.82
35380245,3.30,0.82
35381001,3.30,0.83
35381752,3.30,0.83
35382504,3.30,0.83
35383256,3.29,0.83
35384006,3.29,0.83
35384760,3.30,0.83
35385510,3.29,0.84
35386263,3.30,0.83
35387016,3.30,0.83
35387770,3.29,0.83
35388524,3.29,0.84
35389274,3.30,0.83
35390026,3.29,0.83
35390777,3.30,0.83
35391530,3.30,0.83
35392282,3.29,0.83
35393035,3.30,0.83
35393794,3.30,0.83
35394546,3.29,0.83
35395298,3.29,0.84
35396049,3.30,0.83
35396800,3.30,0.83
35397551,3.29,0.83
35398303,3.30,0.83
35399055,3.30,0.83
35399806,3.30,0.83
35400556,3.30,0.83
35401306,0.01,0.53
35402060,0.01,0.23
35402811,0.01,0.11
35403562,0.01,0.05
35404316,0.01,0.03
35405066,0.01,0.02
35405816,0.01,0.02
35406568,0.01,0.02
35407322,0.01,0.01
35408074,0.01,0.01
35408825,0.01,0.02
35409576,0.01,0.01
35410329,0.01,0.01
35411081,0.01,0.01
35411831,0.01,0.01
35412581,0.01,0.01
35413334,0.01,0.01
35414087,0.01,0.01
35414841,0.01,0.01
35415592,0.02,0.02
35416345,0.01,0.01
35417097,0.01,0.01
35417851,0.01,0.01
35418604,0.01,0.01
35419357,0.01,0.01
35420111,0.02,0.01
35420863,0.01,0.01
35421615,0.01,0.02
35422367,0.01,0.01
35423121,0.01,0.01
35423872,0.01,0.01
35424625,0.01,0.01
35425378,0.01,0.01
35426131,0.01,0.01
35426881,3.29,0.42
35427634,3.29,0.66
35428385,3.29,0.75
35429136,3.29,0.79
35429888,3.29,0.81
35430642,3.29,0.82
35431392,3.30,0.82
35432142,3.30,0.83
35432892,3.30,0.83
35433644,3.30,0.83
35434398,3.30,0.83
35435152,3.30,0.83
35435907,3.30,0.83
35436657,3.29,0.83
35437407,3.30,0.84
35438160,3.29,0.83
35438912,3.29,0.83
35439667,3.29,0.83
35440419,3.29,0.83
35441170,3.30,0.83
35441922,3.29,0.83
35442676,3.29,0.83
35443427,3.30,0.83
35444179,3.29,0.83
35444929,3.30,0.83
35445680,3.30,0.83
35446431,3.29,0.83
35447182,3.30,0.83
35447937,3.29,0.83
35448691,3.29,0.83
35449442,3.30,0.84
35450194,3.30,0.83
35450946,3.30,0.83
35451698,0.01,0.50
35452449,0.01,0.23
35453203,0.01,0.11
35453956,0.01,0.05
35454709,0.01,0.03
35455461,0.01,0.03
35456214,0.01,0.02
35456967,0.01,0.01
35457719,0.01,0.02
35458471,0.02,0.01
35459223,0.01,0.02
35459976,0.01,0.01
35460729,0.01,0.01
35461479,0.01,0.01
35462232,0.01,0.01
35462986,0.01,0.01
35463736,0.01,0.01
35464486,0.01,0.01
35465238,0.01,0.01
35465988,0.01,0.01
35466738,0.01,0.01
35467488,0.01,0.01
35468240,0.01,0.01
35468993,0.01,0.01
35469747,0.01,0.01
35470497,0.01,0.01
35471251,0.01,0.01
35472006,0.01,0.01
35472758,0.01,0.01
35473511,0.01,0.01
35474262,0.01,0.01
35475012,0.01,0.01
35475762,0.01,0.01
35476515,0.01,0.01
35477269,3.29,0.39
35478023,3.30,0.65
35478773,3.30,0.75
35479525,3.30,0.80
35480278,3.30,0.81
35481031,3.29,0.82
35481785,3.29,0.82
35482537,3.29,0.83
35483289,3.29,0.83
35484043,3.29,0.83
35484795,3.29,0.83
35485547,3.30,0.83
35486300,3.30,0.83
35487052,3.30,0.83
35487803,3.29,0.84
35488556,3.30,0.83
35489306,3.29,0.83
35490057,3.29,0.83
35490808,3.29,0.83
35491559,3.30,0.83
35492313,3.30,0.83
35493064,3.30,0.83
35493816,3.30,0.83
35494567,3.30,0.83
35495318,3.29,0.83
35496072,3.29,0.82
35496825,3.29,0.83
35497579,3.29,0.83
35498330,3.29,0.83
35499083,3.30,0.83
35499835,3.30,0.83
35500585,3.29,0.83
35501339,3.30,0.83
35502093,0.02,0.56
35502843,0.02,0.24
35503593,0.02,0.11
35504343,0.01,0.06
35505096,0.01,0.04
35505850,0.01,0.02
35506603,0.01,0.02
35507353,0.01,0.02
35508107,0.01,0.01
35508859,0.01,0.01
35509612,0.01,0.01
35510367,0.01,0.01
35511119,0.01,0.01
35511871,0.01,0.01
35512621,0.01,0.01
35513371,0.01,0.01
35514124,0.01,0.01
35514876,0.01,0.01
35515627,0.01,0.01
35516379,0.01,0.01
35517131,0.01,0.01
35517882,0.01,0.01
35518633,0.02,0.01
35519387,0.01,0.02
35520141,0.01,0.01
35520891,0.01,0.01
35521642,0.01,0.01
35522395,0.01,0.01
35523147,0.02,0.01
35523899,0.01,0.01
35524650,0.01,0.01
35525404,0.01,0.01
35526158,0.01,0.01
35526908,0.01,0.01
35527662,3.30,0.41
35528414,3.29,0.65
35529167,3.30,0.75
35529917,3.29,0.79
35530669,3.29,0.81
35531421,3.29,0.82
35532175,3.30,0.82
35532926,3.29,0.83
35533678,3.30,0.83
35534431,3.30,0.83
35535181,3.30,0.83
35535931,3.29,0.83
35536681,3.29,0.83
35537435,3.30,0.84
35538187,3.29,0.83
35538940,3.29,0.83
35539690,3.30,0.83
35540440,3.29,0.83
35541191,3.29,0.83
35541945,3.30,0.83
35542696,3.30,0.83
35543450,3.30,0.83
35544201,3.29,0.83
35544953,3.29,0.83
35545703,3.30,0.83
35546454,3.29,0.83
35547205,3.30,0.83
35547955,3.30,0.83
35548707,3.30,0.84
35549460,3.29,0.83
35550213,3.30,0.83
35550963,3.29,0.83
35551714,3.30,0.83
35552468,0.01,0.50
35553219,0.01,0.24
35553969,0.01,0.11
35554721,0.01,0.06
35555474,0.01,0.04
35556224,0.01,0.03
35556975,0.01,0.02
35557728,0.01,0.02
35558479,0.01,0.02
35559229,0.02,0.02
35559980,0.01,0.01
35560734,0.01,0.01
35561486,0.01,0.01
35562237,0.01,0.01
35562988,0.01,0.01
35563739,0.01,0.02
35564493,0.01,0.01
35565246,0.01,0.01
35565997,0.01,0.01
35566749,0.01,0.02
35567503,0.01,0.01
35568255,0.02,0.01
35569007,0.01,0.01
35569757,0.01,0.02
35570511,0.01,0.01
35571262,0.01,0.01
35572013,0.01,0.01
35572765,0.01,0.01
35573519,0.01,0.01
35574271,0.01,0.01
35575021,0.01,0.01
35575772,0.01,0.01
35576522,0.01,0.01
35577275,0.01,0.01
35578029,3.29,0.37
35578783,3.30,0.64
35579535,3.30,0.75
35580287,3.29,0.79
35581038,3.29,0.81
35581789,3.29,0.82
35582542,3.29,0.83
35583295,3.29,0.82
35584048,3.29,0.83
35584800,3.30,0.83
35585552,3.29,0.83
35586305,3.30,0.83
35587059,3.29,0.83
35587816,3.29,0.83
35588569,3.29,0.84
35589321,3.29,0.83
35590072,3.30,0.83
35590824,3.30,0.83
35591578,3.30,0.83
35592331,3.29,0.83
35593081,3.29,0.83
35593836,3.30,0.83
35594587,3.29,0.83
35595339,3.29,0.84
35596091,3.29,0.83
35596843,3.29,0.83
35597597,3.30,0.83
35598349,3.29,0.83
35599102,3.29,0.83
35599854,3.29,0.83
35600607,3.30,0.83
35601357,3.30,0.83
35602110,3.29,0.83
35602864,0.02,0.57
35603615,0.01,0.25
35604367,0.01,0.12
35605120,0.01,0.06
35605873,0.01,0.03
35606623,0.01,0.02
35607376,0.01,0.02
35608128,0.01,0.02
35608881,0.01,0.01
35609635,0.01,0.01
35610389,0.01,0.02
35611141,0.01,0.01
35611893,0.01,0.01
35612644,0.01,0.01
35613398,0.01,0.01
35614150,0.01,0.01
35614903,0.01,0.01
35615653,0.01,0.01
35616403,0.01,0.01
35617155,0.01,0.01
35617905,0.01,0.01
35618657,0.00,0.01
35619407,0.01,0.01
35620157,0.01,0.01
35620911,0.01,0.01
35621665,0.01,0.01
35622418,0.01,0.01
35623172,0.01,0.01
35623924,0.01,0.01
35624676,0.01,0.01
35625427,0.01,0.01
35626177,0.01,0.01
35626928,0.01,0.01
35627681,0.01,0.01
35628435,3.29,0.38
35629185,3.29,0.65
35629936,3.29,0.75
35630689,3.30,0.79
35631442,3.30,0.81
35632192,3.29,0.82
35632944,3.30,0.82
35633698,3.29,0.82
35634449,3.29,0.82
35635201,3.29,0.83
35635953,3.30,0.83
35636704,3.30,0.83
35637458,3.30,0.83
35638208,3.29,0.83
35638962,3.29,0.83
35639716,3.30,0.83
35640468,3.29,0.83
35641222,3.29,0.83
35641974,3.29,0.83
35642727,3.30,0.83
35643479,3.29,0.83
35644233,3.30,0.83
35644983,3.30,0.83
35645735,3.30,0.83
35646488,3.30,0.84
35647241,3.29,0.83
35647994,3.29,0.83
35648746,3.29,0.84
35649498,3.29,0.84
35650250,3.29,0.84
35651002,3.29,0.83
35651752,3.30,0.84
35652506,3.30,0.84
35653258,0.02,0.55
35654012,0.01,0.24
35654762,0.01,0.11
35655515,0.01,0.06
35656266,0.01,0.04
35657017,0.01,0.02
35657767,0.01,0.02
35658519,0.01,0.02
35659272,0.01,0.01
35660022,0.01,0.01
35660772,0.01,0.01
35661526,0.01,0.01
35662278,0.01,0.01
35663028,0.01,0.01
35663779,0.02,0.01
35664529,0.01,0.01
35665284,0.01,0.01
35666038,0.01,0.01
35666790,0.01,0.01
35667545,0.01,0.01
35668297,0.01,0.01
35669048,0.01,0.01
35669802,0.01,0.01
35670555,0.01,0.02
35671308,0.01,0.01
35672059,0.01,0.01
35672813,0.01,0.01
35673565,0.01,0.01
35674319,0.01,0.02
35675069,0.01,0.01
35675820,0.01,0.01
35676570,0.01,0.01
35677322,0.01,0.01
35678077,0.01,0.01
35678831,3.29,0.39
35679584,3.29,0.65
35680336,3.30,0.75
35681087,3.30,0.79
35681838,3.29,0.81
35682589,3.30,0.82
35683341,3.30,0.82
35684092,3.30,0.83
35684843,3.30,0.83
35685593,3.30,0.83
35686346,3.30,0.84
35687097,3.30,0.83
35687847,3.29,0.83
35688599,3.30,0.83
35689353,3.29,0.83
35690108,3.30,0.83
35690859,3.29,0.83
35691609,3.30,0.83
35692364,3.29,0.83
35693118,3.29,0.84
35693871,3.30,0.83
35694625,3.30,0.82
35695377,3.29,0.83
35696129,3.29,0.83
35696880,3.30,0.83
35697631,3.29,0.83
35698383,3.29,0.83
35699134,3.30,0.83
35699887,3.29,0.83
35700641,3.30,0.83
35701393,3.29,0.83
35702143,3.29,0.83
35702894,3.30,0.83
35703647,0.02,0.54
35704401,0.02,0.25
35705153,0.01,0.11
35705905,0.01,0.06
35706660,0.01,0.04
35707415,0.01,0.02
35708165,0.01,0.02
35708919,0.01,0.02
35709669,0.01,0.02
35710419,0.01,0.02
35711174,0.01,0.02
35711926,0.01,0.01
35712678,0.01,0.01
35713431,0.01,0.02
35714184,0.01,0.01
35714937,0.01,0.01
35715691,0.01,0.01
35716445,0.01,0.01
35717198,0.01,0.01
35717952,0.02,0.01
35718704,0.01,0.01
35719456,0.01,0.01
35720207,0.01,0.01
35720958,0.02,0.01
35721710,0.01,0.01
35722463,0.01,0.01
35723213,0.01,0.01
35723963,0.01,0.02
35724717,0.01,0.01
35725471,0.01,0.01
35726223,0.01,0.01
35726974,0.01,0.01
35727727,0.01,0.01
35728478,0.01,0.01
35729229,3.29,0.42
35729979,3.29,0.65
35730733,3.30,0.75
35731486,3.29,0.80
35732238,3.29,0.81
35732992,3.30,0.82
35733744,3.29,0.83
35734496,3.30,0.83
35735250,3.30,0.83
35736005,3.30,0.83
35736756,3.29,0.82
35737507,3.29,0.83
35738259,3.30,0.83
35739012,3.29,0.83
35739764,3.30,0.83
35740516,3.29,0.84
35741269,3.30,0.83
35742020,3.30,0.83
35742772,3.29,0.83
35743525,3.29,0.83
35744275,3.30,0.83
35745026,3.29,0.83
35745777,3.30,0.83
35746529,3.29,0.84
35747283,3.30,0.83
35748036,3.30,0.83
35748787,3.29,0.83
35749539,3.30,0.83
35750291,3.29,0.83
35751041,3.30,0.83
35751796,3.29,0.83
35752550,3.29,0.84
35753303,3.29,0.83
35754054,0.01,0.51
35754808,0.02,0.22
35755558,0.01,0.10
35756312,0.01,0.06
35757062,0.01,0.03
35757813,0.01,0.02
35758567,0.01,0.02
35759320,0.01,0.01
35760073,0.01,0.02
35760824,0.01,0.01
35761576,0.01,0.01
35762329,0.02,0.01
35763079,0.01,0.01
35763830,0.01,0.02
35764581,0.01,0.01
35765332,0.02,0.01
35766085,0.01,0.01
35766836,0.01,0.01
35767586,0.01,0.01
35768337,0.02,0.01
35769087,0.01,0.01
35769838,0.01,0.02
35770589,0.01,0.02
35771341,0.01,0.01
35772093,0.01,0.02
35772846,0.01,0.01
35773599,0.01,0.00
35774351,0.01,0.02
35775105,0.01,0.01
35775859,0.01,0.01
35776613,0.01,0.01
35777364,0.01,0.01
35778114,0.01,0.01
35778864,0.01,0.01
35779614,3.30,0.41
35780365,3.29,0.65
35781119,3.30,0.75
35781871,3.30,0.79
35782622,3.30,0.81
35783374,3.29,0.82
35784125,3.30,0.82
35784878,3.29,0.83
35785632,3.30,0.83
35786384,3.30,0.83
35787136,3.29,0.83
35787889,3.29,0.83
35788642,3.30,0.83
35789393,3.30,0.83
35790147,3.29,0.83
35790899,3.30,0.83
35791649,3.29,0.83
35792403,3.30,0.83
35793157,3.30,0.83
35793907,3.29,0.83
35794658,3.29,0.83
35795412,3.30,0.83
35796163,3.29,0.83
